NOUN,PUNCT,NOUN,PUNCT,NOUN,CCONJ,ADJ,NOUN,PUNCT,NOUN,CCONJ,NOUN,NOUN,X,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,PRON,AUX,ADJ,VERB,ADV,AUX,DET,ADV,PUNCT,VERB,NOUN,ADP,DET,NOUN,PUNCT,PRON,AUX,ADJ,SCONJ,ADJ,NOUN,AUX,VERB,PRON,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,SCONJ,PRON,VERB,PRON,PUNCT,PRON,VERB,ADV,PRON,PRON,VERB,PART,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,PRON,VERB,DET,NOUN,NOUN,PRON,AUX,ADV,ADJ,PART,VERB,ADV,ADJ,NOUN,PUNCT,DET,NOUN,CCONJ,NOUN,AUX,ADV,ADP,NUM,NOUN,PUNCT,PRON,AUX,PART,ADJ,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,SCONJ,PRON,VERB,DET,ADJ,NOUN,PART,ADJ,NOUN,NOUN,PUNCT,AUX,PRON,VERB,ADJ,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,ADP,VERB,DET,NOUN,PUNCT,PRON,AUX,VERB,ADV,ADP,DET,ADJ,NOUN,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PART,VERB,PRON,NOUN,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,NOUN,ADP,NOUN,CCONJ,ADP,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,ADP,PRON,PRON,VERB,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,NOUN,PUNCT,DET,NOUN,VERB,ADP,ADJ,NOUN,SCONJ,PRON,AUX,ADP,ADP,DET,ADJ,NOUN,ADP,AUX,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,PUNCT,DET,NOUN,AUX,DET,NOUN,NOUN,PUNCT,NOUN,VERB,ADV,ADJ,NOUN,CCONJ,NOUN,VERB,PART,VERB,ADP,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,PRON,ADV,VERB,DET,NOUN,NOUN,CCONJ,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,ADP,PRON,PUNCT,DET,NOUN,VERB,ADV,ADJ,NOUN,ADP,NOUN,PUNCT,ADJ,SCONJ,NOUN,AUX,PART,VERB,PART,VERB,ADP,DET,ADJ,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,NOUN,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,DET,NOUN,PUNCT,NOUN,AUX,PART,VERB,PART,VERB,VERB,PUNCT,NOUN,CCONJ,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,ADP,PRON,NOUN,PUNCT,PRON,NOUN,AUX,PART,VERB,PRON,PART,VERB,ADP,ADP,DET,NOUN,CCONJ,VERB,PRON,ADJ,NOUN,PART,VERB,PUNCT,ADV,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,PRON,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,PART,ADV,PRON,VERB,ADP,PRON,NOUN,PUNCT,ADJ,ADP,PRON,NOUN,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,DET,NOUN,ADP,NUM,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADP,PRON,NOUN,PUNCT,PRON,VERB,PART,VERB,PRON,DET,ADV,ADJ,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,AUX,DET,NOUN,ADP,PRON,CCONJ,DET,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADP,NOUN,PUNCT,SCONJ,PRON,VERB,DET,NOUN,AUX,PART,VERB,NOUN,ADV,ADJ,NOUN,PUNCT,CCONJ,VERB,DET,ADJ,NOUN,ADP,DET,NOUN,PUNCT,PRON,VERB,PRON,PRON,AUX,VERB,SCONJ,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADV,ADP,VERB,PRON,ADJ,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,ADP,PRON,ADJ,ADJ,NOUN,PRON,PRON,VERB,ADP,SCONJ,PRON,VERB,DET,NOUN,PART,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,VERB,SCONJ,DET,NOUN,PRON,VERB,ADP,DET,NOUN,AUX,PART,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,SCONJ,DET,NOUN,VERB,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM,SCONJ,DET,NOUN,VERB,CCONJ,PRON,VERB,ADP,ADV,ADV,PRON,NOUN,SCONJ,DET,NOUN,NOUN,VERB,ADP,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,ADP,DET,NOUN,PUNCT,SCONJ,PRON,NOUN,VERB,PART,VERB,DET,NOUN,NOUN,PUNCT,PRON,NOUN,VERB,PRON,AUX,PART,VERB,DET,NOUN,CCONJ,ADV,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,DET,NOUN,ADV,SCONJ,PRON,AUX,ADV,ADJ,SCONJ,PRON,AUX,AUX,VERB,ADP,NOUN,CCONJ,PRON,ADV,VERB,PART,VERB,PRON,ADJ,NOUN,PUNCT,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,SCONJ,DET,NOUN,VERB,PUNCT,PRON,VERB,PROPN,AUX,PART,ADV,SCONJ,ADP,PRON,NOUN,CCONJ,PRON,VERB,ADV,ADJ,CCONJ,VERB,ADP,PRON,SCONJ,DET,NOUN,PRON,VERB,AUX,ADP,PRON,DET,NOUN,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,DET,ADJ,NOUN,VERB,PUNCT,PRON,AUX,ADJ,CCONJ,PRON,VERB,PART,VERB,ADP,PRON,NOUN,NOUN,CCONJ,DET,NOUN,AUX,VERB,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,CCONJ,PRON,VERB,DET,NOUN,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,DET,NOUN,ADP,VERB,VERB,PRON,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,ADV,ADJ,NOUN,CCONJ,PRON,NOUN,VERB,PRON,ADP,DET,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,SCONJ,PRON,AUX,VERB,DET,NOUN,ADV,ADP,PRON,CCONJ,PRON,AUX,VERB,NOUN,ADP,DET,DET,NOUN,NOUN,PART,VERB,SCONJ,ADJ,PRON,AUX,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PROPN,AUX,PART,ADV,ADJ,ADP,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,DET,NOUN,CCONJ,VERB,PRON,DET,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,AUX,DET,NUM,PRON,VERB,DET,NOUN,NOUN,ADP,DET,NOUN,CCONJ,PROPN,AUX,DET,NUM,PRON,VERB,DET,ADJ,NOUN,ADP,DET,NOUN,AUX,ADV,SCONJ,PRON,VERB,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,ADV,ADJ,ADP,PRON,CCONJ,PRON,VERB,DET,NOUN,DET,ADJ,NOUN,PUNCT,PRON,AUX,VERB,ADP,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,DET,PROPN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,PRON,NOUN,PUNCT,PRON,PRON,VERB,ADP,PRON,NOUN,ADV,SCONJ,PRON,PRON,VERB,SCONJ,DET,NOUN,AUX,VERB,ADV,DET,NOUN,DET,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,DET,ADJ,NOUN,ADP,PRON,NOUN,AUX,VERB,NOUN,NOUN,SCONJ,DET,NOUN,AUX,VERB,PRON,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,NUM,ADP,DET,NOUN,NOUN,VERB,ADP,ADP,DET,NOUN,CCONJ,VERB,ADV,ADP,DET,NOUN,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,CCONJ,DET,NOUN,PART,NOUN,AUX,ADJ,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,PROPN,CCONJ,DET,NOUN,PRON,VERB,PRON,AUX,PROPN,PUNCT,ADV,PROPN,AUX,ADV,ADJ,CCONJ,PRON,VERB,PRON,ADJ,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,VERB,PRON,CCONJ,PRON,VERB,PART,VERB,DET,NOUN,ADV,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,PART,VERB,PROPN,CCONJ,PROPN,CCONJ,VERB,PRON,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,DET,NOUN,VERB,PUNCT,PROPN,AUX,PROPN,CCONJ,PROPN,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,PRON,VERB,ADP,NOUN,SCONJ,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PROPN,CCONJ,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,AUX,ADP,DET,PROPN,PROPN,CCONJ,VERB,DET,ADJ,NOUN,PUNCT,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADP,PRON,SCONJ,PRON,VERB,NOUN,ADP,DET,NOUN,PRON,AUX,AUX,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADP,DET,NOUN,PUNCT,PRON,VERB,ADV,SCONJ,NOUN,AUX,ADJ,PUNCT,CCONJ,SCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,PRON,AUX,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,PRON,VERB,PART,VERB,DET,ADJ,NOUN,ADP,SYM,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,SCONJ,DET,NOUN,VERB,DET,NOUN,ADP,ADV,NUM,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,PRON,AUX,AUX,AUX,NOUN,PUNCT,PRON,VERB,PRON,NOUN,VERB,PART,VERB,PRON,ADP,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADP,PRON,PUNCT,DET,ADV,ADJ,NOUN,AUX,SCONJ,PRON,VERB,ADJ,NOUN,ADV,ADP,PROPN,PROPN,CCONJ,PROPN,PROPN,PUNCT,ADP,PRON,PRON,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PRON,VERB,ADP,DET,NOUN,NOUN,PUNCT,CCONJ,PRON,AUX,VERB,ADP,ADP,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,ADV,ADJ,ADP,DET,NOUN,CCONJ,PRON,ADV,VERB,SCONJ,PRON,AUX,PART,DET,ADJ,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,AUX,VERB,PART,VERB,DET,NOUN,ADP,DET,SYM,NUM,PRON,PRON,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PROPN,AUX,PART,ADV,ADJ,ADP,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,AUX,ADV,AUX,VERB,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,VERB,ADP,DET,NOUN,AUX,PART,ADV,DET,ADJ,NOUN,PUNCT,PRON,AUX,ADJ,SCONJ,NOUN,VERB,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,PART,VERB,PART,VERB,ADP,VERB,DET,NOUN,CCONJ,PRON,ADJ,NOUN,AUX,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,DET,NOUN,AUX,ADV,VERB,ADP,SCONJ,PRON,VERB,ADP,DET,NOUN,PRON,PRON,AUX,VERB,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,SCONJ,PRON,VERB,DET,NOUN,NOUN,ADP,DET,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,PRON,VERB,NOUN,ADP,ADJ,NOUN,PRON,AUX,ADV,VERB,DET,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,PRON,SCONJ,PRON,ADV,VERB,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,ADJ,NOUN,PUNCT,PRON,VERB,PRON,NOUN,ADP,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,SCONJ,PRON,AUX,DET,ADJ,NOUN,PRON,AUX,ADV,VERB,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,ADJ,NOUN,SCONJ,PRON,AUX,VERB,CCONJ,VERB,ADJ,PART,VERB,PUNCT,PRON,VERB,PRON,AUX,VERB,PRON,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,ADV,VERB,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADJ,NOUN,AUX,ADV,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,ADV,ADP,PRON,CCONJ,SCONJ,PRON,VERB,DET,NOUN,PUNCT,PRON,AUX,VERB,PART,VERB,PRON,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,ADP,DET,ADJ,NOUN,PUNCT,ADP,DET,PROPN,PUNCT,VERB,ADP,PRON,NOUN,ADP,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,DET,NOUN,PART,VERB,DET,NOUN,CCONJ,VERB,PART,VERB,DET,NOUN,SCONJ,PRON,AUX,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,PRON,DET,NOUN,NOUN,AUX,AUX,VERB,ADP,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,SCONJ,PUNCT,CCONJ,PRON,ADV,VERB,DET,NOUN,SCONJ,PRON,AUX,ADJ,ADP,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,ADP,DET,NOUN,ADP,NOUN,CCONJ,VERB,DET,ADJ,NOUN,ADJ,ADP,VERB,ADP,NUM,PUNCT,NUM,PUNCT,NUM,NOUN,ADP,DET,VERB,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,ADV,ADJ,PART,VERB,ADP,SCONJ,PROPN,PROPN,AUX,PART,ADP,DET,NOUN,CCONJ,DET,VERB,NOUN,VERB,ADV,ADJ,SCONJ,PRON,VERB,DET,NOUN,SCONJ,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADV,PUNCT,PRON,VERB,ADP,DET,NOUN,NOUN,CCONJ,PRON,AUX,VERB,SCONJ,PRON,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,ADV,PART,DET,ADJ,NOUN,SCONJ,VERB,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,VERB,DET,ADJ,NOUN,ADP,DET,ADV,ADJ,NOUN,SCONJ,PRON,AUX,PART,VERB,PRON,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PROPN,AUX,PART,ADV,ADJ,ADP,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTJ,PRON,ADP,DET,NOUN,VERB,PRON,NOUN,AUX,DET,ADJ,CCONJ,VERB,PRON,ADP,VERB,ADJ,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,PRON,CCONJ,AUX,PART,VERB,PROPN,ADV,SCONJ,PRON,VERB,ADP,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,ADV,PUNCT,SCONJ,PRON,AUX,ADV,ADP,DET,ADJ,NOUN,PUNCT,PRON,NOUN,NOUN,PUNCT,PROPN,PROPN,PUNCT,VERB,ADP,NOUN,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,PRON,VERB,ADJ,NOUN,ADP,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,ADJ,NOUN,SCONJ,PRON,VERB,PART,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,ADV,ADJ,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,PRON,VERB,PART,AUX,DET,NOUN,PUNCT,PUNCT,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,NOUN,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,AUX,DET,NOUN,PUNCT,ADV,PUNCT,ADJ,NOUN,VERB,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,SCONJ,PRON,VERB,PRON,VERB,PART,AUX,DET,ADJ,PUNCT,PRON,VERB,PRON,NOUN,CCONJ,PRON,VERB,ADV,ADJ,SCONJ,PRON,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,DET,ADV,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,VERB,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,DET,ADJ,PUNCT,PRON,AUX,VERB,DET,NOUN,ADP,PRON,PUNCT,PRON,AUX,VERB,DET,NOUN,ADJ,CCONJ,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,DET,NOUN,VERB,CCONJ,VERB,ADP,PRON,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,ADV,VERB,CCONJ,PRON,AUX,ADV,ADJ,CCONJ,VERB,DET,NOUN,ADP,PRON,NOUN,PUNCT,PUNCT,DET,DET,NOUN,VERB,DET,ADJ,NOUN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PROPN,CCONJ,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,ADP,NOUN,PART,VERB,ADP,PRON,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
